Mod:Item:MetaData, Localized Name
securitycraft:keypad_frame, Frame
securitycraft:claymore, Claymore
securitycraft:keypad_furnace, Password-protected Furnace
securitycraft:security_camera, Security Camera
securitycraft:reinforced_stairs_oak, Reinforced Oak Stairs
securitycraft:reinforced_stairs_spruce, Reinforced Spruce Stairs
securitycraft:reinforced_stairs_cobblestone, Reinforced Cobblestone Stairs
securitycraft:reinforced_stairs_sandstone, Reinforced Sandstone Stairs
securitycraft:reinforced_stairs_birch, Reinforced Birch Stairs
securitycraft:reinforced_stairs_jungle, Reinforced Jungle Stairs
securitycraft:reinforced_stairs_acacia, Reinforced Acacia Stairs
securitycraft:reinforced_stairs_darkoak, Reinforced Dark Oak Stairs
securitycraft:reinforced_stairs_stone, Reinforced Stone Stairs
securitycraft:electrified_iron_fence, Electrified Iron Fence
securitycraft:ims, Intelligent Munitions System 
securitycraft:reinforced_glass_block, Reinforced Glass
securitycraft:reinforced_stained_glass:0, Reinforced White Stained Glass
securitycraft:reinforced_stained_glass:1, Reinforced Orange Stained Glass
securitycraft:reinforced_stained_glass:2, Reinforced Magenta Stained Glass
securitycraft:reinforced_stained_glass:3, Reinforced Light Blue Stained Glass
securitycraft:reinforced_stained_glass:4, Reinforced Yellow Stained Glass
securitycraft:reinforced_stained_glass:5, Reinforced Lime Stained Glass
securitycraft:reinforced_stained_glass:6, Reinforced Pink Stained Glass
securitycraft:reinforced_stained_glass:7, Reinforced Gray Stained Glass
securitycraft:reinforced_stained_glass:8, Reinforced Light Stained Glass
securitycraft:reinforced_stained_glass:9, Reinforced Cyan Stained Glass
securitycraft:reinforced_stained_glass:10, Reinforced Purple Stained Glass
securitycraft:reinforced_stained_glass:11, Reinforced Blue Stained Glass
securitycraft:reinforced_stained_glass:12, Reinforced Brown Stained Glass
securitycraft:reinforced_stained_glass:13, Reinforced Green Stained Glass
securitycraft:reinforced_stained_glass:14, Reinforced Red Stained Glass
securitycraft:reinforced_stained_glass:15, Reinforced Black Stained Glass
securitycraft:reinforced_wood_slabs:0, Reinforced Oak Wood Slab
securitycraft:reinforced_wood_slabs:1, Reinforced Spruce Wood Slab
securitycraft:reinforced_wood_slabs:2, Reinforced Birch Wood Slab
securitycraft:reinforced_wood_slabs:3, Reinforced Jungle Wood Slab
securitycraft:reinforced_wood_slabs:4, Reinforced Acacia Wood Slab
securitycraft:reinforced_wood_slabs:5, Reinforced Dark Oak Wood Slab
securitycraft:reinforced_stone_slabs:0, Reinforced Stone Slab
securitycraft:reinforced_stone_slabs:1, Reinforced Cobblestone Slab
securitycraft:reinforced_stone_slabs:2, Reinforced Sandstone Slab
securitycraft:reinforced_stone_slabs:3, Reinforced Stone Bricks Slab
securitycraft:reinforced_stone_slabs:4, Reinforced Brick Slab
securitycraft:reinforced_stone_slabs:5, Reinforced Nether Brick Slab
securitycraft:reinforced_stone_slabs:6, Reinforced Quartz Slab
securitycraft:protecto, Protecto
securitycraft:reinforced_stone_brick:0, Reinforced Stone Bricks
securitycraft:reinforced_stone_brick:1, Reinforced Mossy Stone Bricks
securitycraft:reinforced_stone_brick:2, Reinforced Cracked Stone Bricks
securitycraft:reinforced_stone_brick:3, Reinforced Chiseled Stone Bricks
securitycraft:reinforced_stairs_stone_brick, Reinforced Stone Brick Stairs
securitycraft:reinforced_mossy_cobblestone, Reinforced Mossy Cobblestone
securitycraft:reinforced_brick, Reinforced Bricks
securitycraft:reinforced_stairs_brick, Reinforced Brick Stairs
securitycraft:reinforced_nether_brick, Reinforced Nether Brick
securitycraft:reinforced_stairs_nether_brick, Reinforced Nether Brick Stairs
securitycraft:reinforced_hardened_clay, Reinforced Terracotta
securitycraft:reinforced_stained_hardened_clay:0, Reinforced White Terracotta
securitycraft:reinforced_stained_hardened_clay:1, Reinforced Orange Terracotta
securitycraft:reinforced_stained_hardened_clay:2, Reinforced Magenta Terracotta
securitycraft:reinforced_stained_hardened_clay:3, Reinforced Light Blue Terracotta
securitycraft:reinforced_stained_hardened_clay:4, Reinforced Yellow Terracotta
securitycraft:reinforced_stained_hardened_clay:5, Reinforced Lime Terracotta
securitycraft:reinforced_stained_hardened_clay:6, Reinforced Pink Terracotta
securitycraft:reinforced_stained_hardened_clay:7, Reinforced Gray Terracotta
securitycraft:reinforced_stained_hardened_clay:8, Reinforced Light Gray Terracotta
securitycraft:reinforced_stained_hardened_clay:9, Reinforced Cyan Terracotta
securitycraft:reinforced_stained_hardened_clay:10, Reinforced Purple Terracotta
securitycraft:reinforced_stained_hardened_clay:11, Reinforced Blue Terracotta
securitycraft:reinforced_stained_hardened_clay:12, Reinforced Brown Terracotta
securitycraft:reinforced_stained_hardened_clay:13, Reinforced Green Terracotta
securitycraft:reinforced_stained_hardened_clay:14, Reinforced Red Terracotta
securitycraft:reinforced_stained_hardened_clay:15, Reinforced Black Terracotta
securitycraft:reinforced_logs:0, Reinforced Oak Wood
securitycraft:reinforced_logs:1, Reinforced Spruce Wood
securitycraft:reinforced_logs:2, Reinforced Birch Wood
securitycraft:reinforced_logs:3, Reinforced Jungle Wood
securitycraft:reinforced_logs2:0, Reinforced Acacia Wood
securitycraft:reinforced_logs2:1, Reinforced Dark Oak Wood
securitycraft:reinforced_metals:0, Reinforced Block of Gold
securitycraft:reinforced_metals:1, Reinforced Block of Iron
securitycraft:reinforced_metals:2, Reinforced Block of Diamond
securitycraft:reinforced_metals:3, Reinforced Block of Emerald
securitycraft:reinforced_compressed_blocks:0, Reinforced Lapis Lazuli Block
securitycraft:reinforced_compressed_blocks:1, Reinforced Block of Coal
securitycraft:reinforced_wool:0, Reinforced Wool
securitycraft:reinforced_wool:1, Reinforced Orange Wool
securitycraft:reinforced_wool:2, Reinforced Magenta Wool
securitycraft:reinforced_wool:3, Reinforced Light Blue Wool
securitycraft:reinforced_wool:4, Reinforced Yellow Wool
securitycraft:reinforced_wool:5, Reinforced Lime Wool
securitycraft:reinforced_wool:6, Reinforced Pink Wool
securitycraft:reinforced_wool:7, Reinforced Gray Wool
securitycraft:reinforced_wool:8, Reinforced Light Gray Wool
securitycraft:reinforced_wool:9, Reinforced Cyan Wool
securitycraft:reinforced_wool:10, Reinforced Purple Wool
securitycraft:reinforced_wool:11, Reinforced Blue Wool
securitycraft:reinforced_wool:12, Reinforced Brown Wool
securitycraft:reinforced_wool:13, Reinforced Green Wool
securitycraft:reinforced_wool:14, Reinforced Red Wool
securitycraft:reinforced_wool:15, Reinforced Black Wool
securitycraft:reinforced_quartz:0, Reinforced Block of Quartz
securitycraft:reinforced_quartz:1, Reinforced Chiseled Quartz Block
securitycraft:reinforced_quartz:2, Reinforced Pillar Quartz Block
securitycraft:reinforced_stairs_quartz, Reinforced Quartz Stairs
securitycraft:reinforced_prismarine:0, Reinforced Prismarine
securitycraft:reinforced_prismarine:1, Reinforced Prismarine Bricks
securitycraft:reinforced_prismarine:2, Reinforced Dark Prismarine
securitycraft:reinforced_red_sandstone:0, Reinforced Red Sandstone
securitycraft:reinforced_red_sandstone:1, Reinforced Chiseled Red Sandstone
securitycraft:reinforced_red_sandstone:2, Reinforced Smooth Red Sandstone
securitycraft:reinforced_stairs_red_sandstone, Reinforced Red Sandstone Stairs
securitycraft:reinforced_stone_slabs2:0, Reinforced Red Sandstone Slab
securitycraft:reinforced_stone_slabs2:1, Reinforced Purpur Slab
securitycraft:reinforced_end_stone_bricks, Reinforced End Stone Bricks
securitycraft:reinforced_red_nether_brick, Reinforced Red Nether Brick
securitycraft:reinforced_purpur:0, Reinforced Purpur Block
securitycraft:reinforced_purpur:1, Reinforced Purpur Pillar
securitycraft:reinforced_stairs_purpur, Reinforced Purpur Stairs
securitycraft:reinforced_concrete:0, Reinforced Concrete
securitycraft:reinforced_concrete:1, Reinforced Orange Concrete
securitycraft:reinforced_concrete:2, Reinforced Magenta Concrete
securitycraft:reinforced_concrete:3, Reinforced Light Blue Concrete
securitycraft:reinforced_concrete:4, Reinforced Yellow Concrete
securitycraft:reinforced_concrete:5, Reinforced Lime Concrete
securitycraft:reinforced_concrete:6, Reinforced Pink Concrete
securitycraft:reinforced_concrete:7, Reinforced Gray Concrete
securitycraft:reinforced_concrete:8, Reinforced Light Gray Concrete
securitycraft:reinforced_concrete:9, Reinforced Cyan Concrete
securitycraft:reinforced_concrete:10, Reinforced Purple Concrete
securitycraft:reinforced_concrete:11, Reinforced Blue Concrete
securitycraft:reinforced_concrete:12, Reinforced Brown Concrete
securitycraft:reinforced_concrete:13, Reinforced Green Concrete
securitycraft:reinforced_concrete:14, Reinforced Red Concrete
securitycraft:reinforced_concrete:15, Reinforced Black Concrete
securitycraft:motion_activated_light, Motion-Activated Light
securitycraft:reinforced_obsidian, Reinforced Obsidian
securitycraft:reinforced_netherrack, Reinforced Netherrack
securitycraft:reinforced_end_stone, Reinforced End Stone
securitycraft:reinforced_sea_lantern, Reinforced Sea Lantern
securitycraft:reinforced_bone_block, Reinforced Bone Block
securitycraft:codebreaker, Codebreaker
securitycraft:door_indestructible_iron_item, Reinforced Iron Door
securitycraft:scanner_door_item, Scanner Door
securitycraft:universal_block_remover, Universal Block Remover
securitycraft:keycard_lv1, Level 1 Keycard
securitycraft:keycard_lv2, Level 2 Keycard
securitycraft:keycard_lv3, Level 3 Keycard
securitycraft:keycard_lv4, Level 4 Keycard
securitycraft:keycard_lv5, Level 5 Keycard
securitycraft:limited_use_keycard, Limited Use Keycard
securitycraft:remote_access_mine, Mine Remote Access Tool
securitycraft:bucket_f_water, Bucket Of Fake Water
securitycraft:bucket_f_lava, Bucket Of Fake Lava
securitycraft:universal_block_modifier, Universal Block Modifier
securitycraft:redstone_module, Redstone Module
securitycraft:whitelist_module, Whitelist Module
securitycraft:blacklist_module, Blacklist Module
securitycraft:harming_module, Harming Module
securitycraft:smart_module, Smart Module
securitycraft:storage_module, Storage Module
securitycraft:disguise_module, Disguise Module
securitycraft:wire_cutters, Wire Cutters
securitycraft:admin_tool, Admin Tool
securitycraft:keypad_item, Key Panel
securitycraft:camera_monitor, Camera Monitor
securitycraft:taser, Taser
securitycraft:sc_manual, SecurityCraft Manual
securitycraft:universal_owner_changer, Universal Owner Changer
securitycraft:universal_block_reinforcer_lvl1, Universal Block Reinforcer (LvL1)
securitycraft:universal_block_reinforcer_lvl2, Universal Block Reinforcer (LvL2)
securitycraft:universal_block_reinforcer_lvl3, Universal Block Reinforcer (LvL3)
securitycraft:briefcase, Briefcase
securitycraft:universal_key_changer, Universal Key Changer
securitycraft:taser_powered, Taser
securitycraft:secret_sign_item, Secret Sign
animania:item_cart, Horse Cart
animania:item_wagon, Covered Wagon
animania:item_tiller, Tiller
animania:hamster_food, Hamster Food
animania:truffle, Truffle
animania:carving_knife, Carving Knife
animania:salt, Salt
animania:blue_peacock_feather, Blue Peacock Feather
animania:white_peacock_feather, White Peacock Feather
animania:charcoal_peacock_feather, Charcoal Peacock Feather
animania:opal_peacock_feather, Opal Peacock Feather
animania:peach_peacock_feather, Peach Peacock Feather
animania:purple_peacock_feather, Purple Peacock Feather
animania:taupe_peacock_feather, Taupe Peacock Feather
animania:riding_crop, Riding Crop
animania:hamster_ball_clear, item.null.name
animania:hamster_ball_colored:0, Black Hamster Ball
animania:hamster_ball_colored:1, Red Hamster Ball
animania:hamster_ball_colored:2, Green Hamster Ball
animania:hamster_ball_colored:3, Brown Hamster Ball
animania:hamster_ball_colored:4, Blue Hamster Ball
animania:hamster_ball_colored:5, Purple Hamster Ball
animania:hamster_ball_colored:6, Cyan Hamster Ball
animania:hamster_ball_colored:7, Light Gray Hamster Ball
animania:hamster_ball_colored:8, Gray Hamster Ball
animania:hamster_ball_colored:9, Pink Hamster Ball
animania:hamster_ball_colored:10, Lime Hamster Ball
animania:hamster_ball_colored:11, Yellow Hamster Ball
animania:hamster_ball_colored:12, Light Blue Hamster Ball
animania:hamster_ball_colored:13, Magenta Hamster Ball
animania:hamster_ball_colored:14, Orange Hamster Ball
animania:hamster_ball_colored:15, White Hamster Ball
animania:wheel, Wheel
animania:milk_bottle, Bottle of Milk
animania:super_omelette, Super Omelette
animania:truffle_omelette, Truffle Omelette
animania:bacon_omelette, Bacon Omelette
animania:cheese_omelette, Cheese Omelette
animania:plain_omelette, Plain Omelette
animania:truffle_soup, Truffle Soup
animania:chocolate_truffle, Chocolate Truffle
animania:raw_hereford_beef, Raw Beef (Hereford)
animania:raw_longhorn_beef, Raw Beef (Longhorn)
animania:raw_angus_beef, Raw Beef (Angus)
animania:raw_longhorn_steak, Raw Steak (Longhorn)
animania:raw_hereford_steak, Raw Steak (Hereford)
animania:raw_angus_steak, Raw Steak (Angus)
animania:cooked_longhorn_roast, Roast Beef (Longhorn)
animania:cooked_hereford_roast, Roast Beef (Hereford)
animania:cooked_angus_roast, Roast Beef (Angus)
animania:cooked_longhorn_steak, Cooked Steak (Longhorn)
animania:cooked_hereford_steak, Cooked Steak (Hereford)
animania:cooked_angus_steak, Cooked Steak (Angus)
animania:raw_prime_beef, Raw Prime Beef
animania:cooked_prime_beef, Roast Prime Beef
animania:raw_prime_steak, Raw Prime Steak
animania:cooked_prime_steak, Roast Prime Steak
animania:raw_large_black_pork, Raw Pork (Large Black)
animania:raw_duroc_pork, Raw Pork (Duroc)
animania:raw_old_spot_pork, Raw Pork (Old Spot)
animania:raw_hampshire_pork, Raw Pork (Hampshire)
animania:cooked_large_black_roast, Roast Pork (Large Black)
animania:cooked_duroc_roast, Roast Pork (Duroc)
animania:cooked_old_spot_roast, Roast Pork (Old Spot)
animania:cooked_hampshire_roast, Roast Pork (Hampshire)
animania:cooked_large_black_bacon, Bacon (Large Black)
animania:cooked_duroc_bacon, Bacon (Duroc)
animania:cooked_old_spot_bacon, Bacon (Old Spot)
animania:cooked_hampshire_bacon, Bacon (Hampshire)
animania:raw_prime_pork, Raw Prime Pork
animania:cooked_prime_pork, Roast Prime Pork
animania:raw_prime_bacon, Raw Prime Bacon
animania:cooked_prime_bacon, Roast Prime Bacon
animania:raw_orpington_chicken, Raw Chicken (Orpington)
animania:raw_plymouth_rock_chicken, Raw Chicken (Plymouth Rock)
animania:raw_wyandotte_chicken, Raw Chicken (Wyandotte)
animania:raw_rhode_island_red_chicken, Raw Chicken (Rhode Island Red)
animania:cooked_orpington_chicken, Roast Chicken (Orpington)
animania:cooked_plymouth_rock_chicken, Roast Chicken (Plymouth Rock)
animania:cooked_wyandotte_chicken, Roast Chicken (Wyandotte)
animania:cooked_rhode_island_red_chicken, Roast Chicken (Rhode Island Red)
animania:raw_prime_chicken, Raw Prime Chicken
animania:cooked_prime_chicken, Roast Prime Chicken
animania:brown_egg, Egg
animania:peacock_egg_blue, Peafowl Egg
animania:peacock_egg_white, Peafowl Egg
animania:raw_large_black_bacon, Raw Bacon (Large Black)
animania:raw_duroc_bacon, Raw Bacon (Duroc)
animania:raw_old_spot_bacon, Raw Bacon (Old Spot)
animania:raw_hampshire_bacon, Raw Bacon (Hampshire)
animania:raw_prime_mutton, Raw Prime Mutton
animania:cooked_prime_mutton, Roast Prime Mutton
animania:raw_prime_rabbit, Raw Prime Rabbit
animania:cooked_prime_rabbit, Roast Prime Rabbit
animania:raw_frog_legs, Raw Frog Legs
animania:cooked_frog_legs, Cooked Frog Legs
animania:raw_horse, Raw Horse
animania:cooked_horse, Cooked Horse
animania:raw_chevon, Raw Chevon
animania:cooked_chevon, Roast Chevon
animania:raw_prime_chevon, Raw Prime Chevon
animania:cooked_prime_chevon, Roast Prime Chevon
animania:raw_peacock, Raw Peacock
animania:cooked_peacock, Roast Peacock
animania:raw_prime_peacock, Raw Prime peacock
animania:cooked_prime_peacock, Roast Prime Peacock
animania:friesian_cheese_wedge, Cheese Wedge (Friesian)
animania:holstein_cheese_wedge, Cheese Wedge (Holstein)
animania:jersey_cheese_wedge, Cheese Wedge (Jersey)
animania:goat_cheese_wedge, Cheese Wedge (Goat)
animania:sheep_cheese_wedge, Cheese Wedge (Sheep)
animania:entity_egg_random, Random Animal
animania:entity_egg_calf_holstein, Holstein Calf
animania:entity_egg_cow_holstein, Holstein Cow
animania:entity_egg_bull_holstein, Holstein Bull
animania:entity_egg_calf_friesian, Friesian Calf
animania:entity_egg_cow_friesian, Friesian Cow
animania:entity_egg_bull_friesian, Friesian Bull
animania:entity_egg_calf_angus, Angus Calf
animania:entity_egg_cow_angus, Angus Cow
animania:entity_egg_bull_angus, Angus Bull
animania:entity_egg_calf_longhorn, Longhorn Calf
animania:entity_egg_cow_longhorn, Longhorn Cow
animania:entity_egg_bull_longhorn, Longhorn Bull
animania:entity_egg_calf_hereford, Hereford Calf
animania:entity_egg_cow_hereford, Hereford Cow
animania:entity_egg_bull_hereford, Hereford Bull
animania:entity_egg_calf_highland, Highland Calf
animania:entity_egg_cow_highland, Highland Cow
animania:entity_egg_bull_highland, Highland Bull
animania:entity_egg_calf_jersey, Jersey Calf
animania:entity_egg_cow_jersey, Jersey Cow
animania:entity_egg_bull_jersey, Jersey Bull
animania:entity_egg_calf_mooshroom, Mooshrooom Calf
animania:entity_egg_cow_mooshroom, Mooshrooom Cow
animania:entity_egg_bull_mooshroom, Mooshrooom Bull
animania:entity_egg_cow_random, Random Cow
animania:entity_egg_chick_plymouth, Plymouth Rock Chick
animania:entity_egg_hen_plymouth, Plymouth Rock Hen
animania:entity_egg_rooster_plymouth, Plymouth Rock Rooster
animania:entity_egg_chick_leghorn, Leghorn Chick
animania:entity_egg_hen_leghorn, Leghorn Hen
animania:entity_egg_rooster_leghorn, Leghorn Rooster
animania:entity_egg_chick_orpington, Orpington Chick
animania:entity_egg_hen_orpington, Orpington Hen
animania:entity_egg_rooster_orpington, Orpington Rooster
animania:entity_egg_chick_red, Rhode Island Red Chick
animania:entity_egg_hen_red, Rhode Island Red Hen
animania:entity_egg_rooster_red, Rhode Island Red Rooster
animania:entity_egg_chick_wyandotte, Wyandotte Chick
animania:entity_egg_hen_wyandotte, Wyandotte Hen
animania:entity_egg_rooster_wyandotte, Wyandotte Rooster
animania:entity_egg_chicken_random, Random Chicken
animania:entity_egg_peachick_blue, India Blue Peachick
animania:entity_egg_peafowl_blue, India Blue Peahen
animania:entity_egg_peacock_blue, India Blue Peacock 
animania:entity_egg_peachick_taupe, Taupe Peachick
